,Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date,Team Name,Not Out
37458,V Sehwag,28.0,54,26,2,2,107.69,1,v Warriors,Raipur,2013-04-28,Delhi Daredevils,0.0
37460,V Sehwag,17.0,17,15,3,0,113.33,2,v KKR,Raipur,2013-05-01,Delhi Daredevils,0.0
37462,V Sehwag,8.0,35,17,0,0,47.05,1,v SRH,Hyderabad,2013-05-04,Delhi Daredevils,0.0
37464,V Sehwag,11.0,9,7,2,0,157.14,1,v RR,Jaipur,2013-05-07,Delhi Daredevils,0.0
37466,V Sehwag,18.0,26,10,4,0,180.00,2,v RCB,Delhi,2013-05-10,Delhi Daredevils,0.0
37468,V Sehwag,0.0,1,2,0,0,0.00,2,v CSK,Chennai,2013-05-14,Delhi Daredevils,0.0
37470,V Sehwag,30.0,30,22,6,0,136.36,2,v Kings XI,Dharamsala,2013-05-16,Delhi Daredevils,0.0
37472,V Sehwag,11.0,10,10,2,0,110.00,2,v Warriors,Pune,2013-05-19,Delhi Daredevils,0.0
37474,V Sehwag,19.0,-1,10,4,0,190.00,2,v CSK,Abu Dhabi,2014-04-18,Kings XI Punjab,0.0
37476,V Sehwag,2.0,7,7,0,0,28.57,2,v RR,Sharjah,2014-04-20,Kings XI Punjab,0.0
37478,V Sehwag,30.0,26,22,2,3,136.36,1,v SRH,Sharjah,2014-04-22,Kings XI Punjab,0.0
37480,V Sehwag,37.0,65,30,3,1,123.33,1,v KKR,Abu Dhabi,2014-04-26,Kings XI Punjab,0.0
37482,V Sehwag,32.0,66,26,4,0,123.07,2,v RCB,Dubai (DICS),2014-04-28,Kings XI Punjab,0.0
37484,V Sehwag,1.0,11,2,0,0,50.00,1,v MI,Wankhede,2014-05-03,Kings XI Punjab,0.0
37486,V Sehwag,30.0,26,23,5,1,130.43,1,v CSK,Cuttack,2014-05-07,Kings XI Punjab,0.0
37488,V Sehwag,30.0,39,24,5,0,125.00,1,v RCB,Bengaluru,2014-05-09,Kings XI Punjab,0.0
37490,V Sehwag,72.0,71,50,11,1,144.00,1,v KKR,Cuttack,2014-05-11,Kings XI Punjab,0.0
37492,V Sehwag,4.0,2,2,1,0,200.00,2,v SRH,Hyderabad,2014-05-14,Kings XI Punjab,0.0
37494,V Sehwag,23.0,43,22,2,1,104.54,2,v Daredevils,Delhi,2014-05-19,Kings XI Punjab,0.0
37496,V Sehwag,17.0,10,11,1,2,154.54,1,v MI,Mohali,2014-05-21,Kings XI Punjab,0.0
37498,V Sehwag,18.0,11,8,3,1,225.00,1,v RR,Mohali,2014-05-23,Kings XI Punjab,0.0
37500,V Sehwag,9.0,8,7,2,0,128.57,2,v Daredevils,Mohali,2014-05-25,Kings XI Punjab,0.0
37502,V Sehwag,2.0,6,3,0,0,66.66,2,v KKR,Eden Gardens,2014-05-27,Kings XI Punjab,0.0
37504,V Sehwag,122.0,-1,58,12,8,210.34,1,v CSK,Wankhede,2014-05-30,Kings XI Punjab,0.0
37506,V Sehwag,7.0,14,10,1,0,70.00,1,v KKR,Bengaluru,2014-06-01,Kings XI Punjab,0.0
37508,V Sehwag,0.0,1,1,0,0,0.00,2,v RR,Pune,2015-04-10,Kings XI Punjab,0.0
37510,V Sehwag,36.0,32,19,6,1,189.47,1,v MI,Wankhede,2015-04-12,Kings XI Punjab,0.0
37512,V Sehwag,47.0,67,41,4,2,114.63,1,v Daredevils,Pune,2015-04-15,Kings XI Punjab,0.0
37514,V Sehwag,11.0,21,10,2,0,110.00,1,v KKR,Pune,2015-04-18,Kings XI Punjab,0.0
37516,V Sehwag,1.0,9,4,0,0,25.00,2,v RR,Ahmedabad,2015-04-21,Kings XI Punjab,0.0
37518,V Sehwag,1.0,3,2,0,0,50.00,2,v CSK,Chennai,2015-04-25,Kings XI Punjab,0.0
37520,V Sehwag,1.0,2,2,0,0,50.00,1,v Daredevils,Delhi,2015-05-01,Kings XI Punjab,0.0
37522,V Sehwag,2.0,5,5,0,0,40.00,2,v MI,Mohali,2015-05-03,Kings XI Punjab,0.0
37772,V Shankar,1.0,3,2,0,0,50.00,1,v MI,Wankhede,2017-04-12,Sunrisers Hyderabad,0.0
37774,V Shankar,15.0,20,12,1,0,125.00,2,v MI,Hyderabad,2017-05-08,Sunrisers Hyderabad,1.0
37776,V Shankar,63.0,70,44,9,0,143.18,2,v Guj Lions,Kanpur,2017-05-13,Sunrisers Hyderabad,1.0
37778,V Shankar,22.0,-1,17,2,1,129.41,1,v KKR,Bengaluru,2017-05-17,Sunrisers Hyderabad,0.0
37780,V Shankar,13.0,-1,13,0,0,100.00,1,v Kings XI,Mohali,2018-04-08,Delhi Daredevils,0.0
37782,V Shankar,3.0,-1,3,0,0,100.00,2,v RR,Jaipur,2018-04-11,Delhi Daredevils,0.0
37786,V Shankar,2.0,-1,4,0,0,50.00,2,v KKR,Eden Gardens,2018-04-16,Delhi Daredevils,0.0
37792,V Shankar,54.0,-1,31,1,5,174.19,2,v CSK,Pune,2018-04-30,Delhi Daredevils,1.0
37794,V Shankar,17.0,-1,6,2,1,283.33,1,v RR,Delhi,2018-05-02,Delhi Daredevils,0.0
37796,V Shankar,23.0,-1,13,1,1,176.92,1,v SRH,Hyderabad,2018-05-05,Delhi Daredevils,1.0
37800,V Shankar,21.0,-1,20,2,0,105.00,1,v RCB,Delhi,2018-05-12,Delhi Daredevils,1.0
37802,V Shankar,36.0,-1,28,2,2,128.57,1,v CSK,Delhi,2018-05-18,Delhi Daredevils,1.0
37804,V Shankar,43.0,-1,30,3,2,143.33,1,v MI,Delhi,2018-05-20,Delhi Daredevils,1.0
37806,V Shankar,40.0,-1,24,2,2,166.66,1,v KKR,Eden Gardens,2019-03-24,Sunrisers Hyderabad,1.0
37808,V Shankar,35.0,27,15,1,3,233.33,2,v RR,Hyderabad,2019-03-29,Sunrisers Hyderabad,0.0
37810,V Shankar,9.0,7,3,0,1,300.00,1,v RCB,Hyderabad,2019-03-31,Sunrisers Hyderabad,0.0
37812,V Shankar,16.0,36,21,1,0,76.19,2,v DC,Delhi,2019-04-04,Sunrisers Hyderabad,0.0
37814,V Shankar,5.0,15,10,1,0,50.00,2,v MI,Hyderabad,2019-04-06,Sunrisers Hyderabad,0.0
37816,V Shankar,26.0,43,27,2,0,96.29,1,v Kings XI,Mohali,2019-04-08,Sunrisers Hyderabad,0.0
37818,V Shankar,1.0,8,2,0,0,50.00,2,v DC,Hyderabad,2019-04-14,Sunrisers Hyderabad,0.0
37820,V Shankar,7.0,21,11,0,0,63.63,2,v CSK,Hyderabad,2019-04-17,Sunrisers Hyderabad,0.0
37824,V Shankar,26.0,25,20,2,1,130.00,1,v CSK,Chennai,2019-04-23,Sunrisers Hyderabad,0.0
37826,V Shankar,8.0,19,10,0,0,80.00,1,v RR,Jaipur,2019-04-27,Sunrisers Hyderabad,0.0
37828,V Shankar,7.0,9,4,0,0,175.00,1,v Kings XI,Hyderabad,2019-04-29,Sunrisers Hyderabad,1.0
37830,V Shankar,12.0,21,17,0,0,70.58,2,v MI,Wankhede,2019-05-02,Sunrisers Hyderabad,0.0
37832,V Shankar,27.0,25,18,0,3,150.00,1,v RCB,Bengaluru,2019-05-04,Sunrisers Hyderabad,0.0
37834,V Shankar,25.0,27,11,2,2,227.27,1,v DC,Visakhapatnam,2019-05-08,Sunrisers Hyderabad,0.0
37836,V Shankar,0.0,-1,1,0,0,0.00,2,v RCB,Dubai (DICS),2020-09-21,Sunrisers Hyderabad,0.0
37840,V Shankar,12.0,-1,7,0,1,171.42,2,v CSK,Dubai (DICS),2020-10-13,Sunrisers Hyderabad,0.0
37842,V Shankar,7.0,-1,10,0,0,70.00,2,v KKR,Abu Dhabi,2020-10-18,Sunrisers Hyderabad,0.0
37844,V Shankar,52.0,-1,51,6,0,101.96,2,v RR,Dubai (DICS),2020-10-22,Sunrisers Hyderabad,1.0
37846,V Shankar,26.0,-1,27,4,0,96.29,2,v Kings XI,Dubai (DICS),2020-10-24,Sunrisers Hyderabad,0.0
37850,V Shankar,11.0,10,7,0,1,157.14,2,v KKR,Chennai,2021-04-11,Sunrisers Hyderabad,0.0
37852,V Shankar,3.0,10,5,0,0,60.00,2,v RCB,Chennai,2021-04-14,Sunrisers Hyderabad,0.0
37854,V Shankar,28.0,44,25,0,2,112.00,2,v MI,Chennai,2021-04-17,Sunrisers Hyderabad,0.0
37858,V Shankar,8.0,14,7,0,0,114.28,2,v DC,Chennai,2021-04-25,Sunrisers Hyderabad,0.0
37862,V Shankar,8.0,13,8,1,0,100.00,2,v RR,Delhi,2021-05-02,Sunrisers Hyderabad,0.0
37864,V Shankar,4.0,10,6,0,0,66.66,2,v LSG,Wankhede,2022-03-28,Gujarat Titans,0.0
37866,V Shankar,13.0,28,20,1,0,65.00,1,v DC,Pune,2022-04-02,Gujarat Titans,0.0
37868,V Shankar,2.0,8,7,0,0,28.57,1,v RR,DY Patil,2022-04-14,Gujarat Titans,0.0
37870,V Shankar,0.0,4,2,0,0,0.00,2,v CSK,Pune,2022-04-17,Gujarat Titans,0.0
37872,V Shankar,27.0,-1,21,2,1,128.57,2,v CSK,Ahmedabad,2023-03-31,Gujarat Titans,0.0
37874,V Shankar,29.0,40,23,3,0,126.08,2,v DC,Delhi,2023-04-04,Gujarat Titans,0.0
37876,V Shankar,63.0,33,24,4,5,262.50,1,v KKR,Ahmedabad,2023-04-09,Gujarat Titans,1.0
37878,V Shankar,10.0,17,12,1,0,83.33,1,v LSG,Lucknow,2023-04-22,Gujarat Titans,0.0
37880,V Shankar,19.0,27,16,1,1,118.75,1,v MI,Ahmedabad,2023-04-25,Gujarat Titans,0.0
37882,V Shankar,51.0,37,24,2,5,212.50,2,v KKR,Eden Gardens,2023-04-29,Gujarat Titans,1.0
37884,V Shankar,6.0,11,9,1,0,66.66,2,v DC,Ahmedabad,2023-05-02,Gujarat Titans,0.0
37890,V Shankar,29.0,22,14,6,0,207.14,2,v MI,Wankhede,2023-05-12,Gujarat Titans,0.0
37892,V Shankar,53.0,53,35,7,2,151.42,2,v RCB,Bengaluru,2023-05-21,Gujarat Titans,0.0
37894,V Shankar,14.0,30,10,0,1,140.00,2,v CSK,Chennai,2023-05-23,Gujarat Titans,0.0
37900,V Shankar,6.0,23,5,0,0,120.00,1,v MI,Ahmedabad,2024-03-24,Gujarat Titans,1.0
37902,V Shankar,12.0,13,12,0,1,100.00,2,v CSK,Chennai,2024-03-26,Gujarat Titans,0.0
37904,V Shankar,14.0,14,11,2,0,127.27,2,v SRH,Ahmedabad,2024-03-31,Gujarat Titans,1.0
37906,V Shankar,8.0,17,10,0,0,80.00,1,v Punjab Kings,Ahmedabad,2024-04-04,Gujarat Titans,0.0
37908,V Shankar,17.0,26,17,0,1,100.00,2,v LSG,Lucknow,2024-04-07,Gujarat Titans,0.0
37910,V Shankar,16.0,15,10,3,0,160.00,2,v RR,Jaipur,2024-04-10,Gujarat Titans,0.0
37912,V Shankar,10.0,12,7,2,0,142.85,1,v RCB,Bengaluru,2024-05-04,Gujarat Titans,0.0
15654,VR Iyer,41.0,51,27,7,1,151.85,2,v RCB,Abu Dhabi,2021-09-20,Kolkata Knight Riders,1.0
15656,VR Iyer,53.0,58,30,4,3,176.66,2,v MI,Abu Dhabi,2021-09-23,Kolkata Knight Riders,0.0
15658,VR Iyer,18.0,32,15,3,0,120.00,1,v CSK,Abu Dhabi,2021-09-26,Kolkata Knight Riders,0.0
15660,VR Iyer,14.0,18,15,2,0,93.33,2,v DC,Sharjah,2021-09-28,Kolkata Knight Riders,0.0
15662,VR Iyer,67.0,71,49,9,1,136.73,1,v Punjab Kings,Dubai (DICS),2021-10-01,Kolkata Knight Riders,0.0
15664,VR Iyer,8.0,0,14,0,0,57.14,2,v SRH,Dubai (DICS),2021-10-03,Kolkata Knight Riders,0.0
15666,VR Iyer,38.0,53,35,3,2,108.57,1,v RR,Sharjah,2021-10-07,Kolkata Knight Riders,0.0
15668,VR Iyer,26.0,51,30,0,1,86.66,2,v RCB,Sharjah,2021-10-11,Kolkata Knight Riders,0.0
15670,VR Iyer,55.0,58,41,4,3,134.14,2,v DC,Sharjah,2021-10-13,Kolkata Knight Riders,0.0
15672,VR Iyer,50.0,56,32,5,3,156.25,2,v CSK,Dubai (DICS),2021-10-15,Kolkata Knight Riders,0.0
15674,VR Iyer,16.0,31,16,2,0,100.00,2,v CSK,Wankhede,2022-03-26,Kolkata Knight Riders,0.0
15676,VR Iyer,10.0,16,14,1,0,71.42,1,v RCB,DY Patil,2022-03-30,Kolkata Knight Riders,0.0
15678,VR Iyer,3.0,23,7,0,0,42.85,2,v Punjab Kings,Wankhede,2022-04-01,Kolkata Knight Riders,0.0
15680,VR Iyer,50.0,84,41,6,1,121.95,2,v MI,Pune,2022-04-06,Kolkata Knight Riders,1.0
15682,VR Iyer,18.0,16,8,1,2,225.00,2,v DC,Brabourne,2022-04-10,Kolkata Knight Riders,0.0
15684,VR Iyer,6.0,23,13,1,0,46.15,1,v SRH,Brabourne,2022-04-15,Kolkata Knight Riders,0.0
15686,VR Iyer,6.0,0,7,0,0,85.71,2,v RR,Brabourne,2022-04-18,Kolkata Knight Riders,0.0
15688,VR Iyer,17.0,40,17,2,0,100.00,2,v GT,DY Patil,2022-04-23,Kolkata Knight Riders,0.0
15690,VR Iyer,6.0,24,12,0,0,50.00,1,v DC,Wankhede,2022-04-28,Kolkata Knight Riders,0.0
15692,VR Iyer,43.0,28,24,3,4,179.16,1,v MI,DY Patil,2022-05-09,Kolkata Knight Riders,0.0
15694,VR Iyer,7.0,12,6,1,0,116.66,1,v SRH,Pune,2022-05-14,Kolkata Knight Riders,0.0
15696,VR Iyer,0.0,5,4,0,0,0.00,2,v LSG,DY Patil,2022-05-18,Kolkata Knight Riders,0.0
15698,VR Iyer,34.0,66,28,3,1,121.42,2,v Punjab Kings,Mohali,2023-04-01,Kolkata Knight Riders,0.0
15700,VR Iyer,3.0,18,7,0,0,42.85,1,v RCB,Eden Gardens,2023-04-06,Kolkata Knight Riders,0.0
15702,VR Iyer,83.0,64,40,8,5,207.50,2,v GT,Ahmedabad,2023-04-09,Kolkata Knight Riders,0.0
15704,VR Iyer,10.0,15,11,2,0,90.90,2,v SRH,Eden Gardens,2023-04-14,Kolkata Knight Riders,0.0
15706,VR Iyer,104.0,82,51,6,9,203.92,1,v MI,Wankhede,2023-04-16,Kolkata Knight Riders,0.0
15708,VR Iyer,0.0,9,2,0,0,0.00,1,v DC,Delhi,2023-04-20,Kolkata Knight Riders,0.0
15710,VR Iyer,20.0,35,20,2,1,100.00,2,v CSK,Eden Gardens,2023-04-23,Kolkata Knight Riders,0.0
15712,VR Iyer,31.0,44,26,3,0,119.23,1,v RCB,Bengaluru,2023-04-26,Kolkata Knight Riders,0.0
15714,VR Iyer,11.0,27,14,0,0,78.57,1,v GT,Eden Gardens,2023-04-29,Kolkata Knight Riders,0.0
15716,VR Iyer,7.0,6,4,1,0,175.00,1,v SRH,Hyderabad,2023-05-04,Kolkata Knight Riders,0.0
15718,VR Iyer,11.0,28,13,0,0,84.61,2,v Punjab Kings,Eden Gardens,2023-05-08,Kolkata Knight Riders,0.0
15720,VR Iyer,57.0,68,42,2,4,135.71,1,v RR,Eden Gardens,2023-05-11,Kolkata Knight Riders,0.0
15722,VR Iyer,9.0,11,4,2,0,225.00,2,v CSK,Chennai,2023-05-14,Kolkata Knight Riders,0.0
15724,VR Iyer,24.0,25,15,3,1,160.00,2,v LSG,Eden Gardens,2023-05-20,Kolkata Knight Riders,0.0
15726,VR Iyer,7.0,7,5,1,0,140.00,1,v SRH,Eden Gardens,2024-03-23,Kolkata Knight Riders,0.0
15728,VR Iyer,50.0,43,30,3,4,166.66,2,v RCB,Bengaluru,2024-03-29,Kolkata Knight Riders,0.0
15730,VR Iyer,5.0,7,2,1,0,250.00,1,v DC,Visakhapatnam,2024-04-03,Kolkata Knight Riders,1.0
15732,VR Iyer,3.0,0,8,0,0,37.50,1,v CSK,Chennai,2024-04-08,Kolkata Knight Riders,0.0
15736,VR Iyer,8.0,0,6,1,0,133.33,1,v RR,Eden Gardens,2024-04-16,Kolkata Knight Riders,0.0
15738,VR Iyer,16.0,0,8,3,0,200.00,1,v RCB,Eden Gardens,2024-04-21,Kolkata Knight Riders,0.0
15740,VR Iyer,39.0,0,23,3,2,169.56,1,v Punjab Kings,Eden Gardens,2024-04-26,Kolkata Knight Riders,0.0
15742,VR Iyer,26.0,27,23,2,1,113.04,2,v DC,Eden Gardens,2024-04-29,Kolkata Knight Riders,1.0
15744,VR Iyer,70.0,80,52,6,3,134.61,1,v MI,Wankhede,2024-05-03,Kolkata Knight Riders,0.0
15746,VR Iyer,1.0,2,1,0,0,100.00,1,v LSG,Lucknow,2024-05-05,Kolkata Knight Riders,1.0
15748,VR Iyer,42.0,41,21,6,2,200.00,1,v MI,Eden Gardens,2024-05-11,Kolkata Knight Riders,0.0
15752,VR Iyer,51.0,48,28,5,4,182.14,2,v SRH,Ahmedabad,2024-05-21,Kolkata Knight Riders,1.0
15754,VR Iyer,52.0,46,26,4,3,200.00,2,v SRH,Chennai,2024-05-26,Kolkata Knight Riders,1.0
35454,WP Saha,10.0,-1,17,1,0,58.82,2,v Chargers,Eden Gardens,2008-04-20,Kolkata Knight Riders,0.0
35456,WP Saha,27.0,16,16,5,1,168.75,1,v CSK,Chennai,2008-04-26,Kolkata Knight Riders,0.0
35458,WP Saha,1.0,-1,2,0,0,50.00,2,v RR,Jaipur,2008-05-01,Kolkata Knight Riders,0.0
35460,WP Saha,59.0,-1,32,2,4,184.37,2,v Kings XI,Mohali,2008-05-03,Kolkata Knight Riders,1.0
35462,WP Saha,17.0,-1,10,1,1,170.00,1,v RCB,Eden Gardens,2008-05-08,Kolkata Knight Riders,1.0
35466,WP Saha,5.0,-1,6,0,0,83.33,1,v Daredevils,Eden Gardens,2008-05-13,Kolkata Knight Riders,1.0
35468,WP Saha,1.0,-1,6,0,0,16.66,1,v MI,Wankhede,2008-05-16,Kolkata Knight Riders,0.0
35470,WP Saha,15.0,-1,9,1,0,166.66,1,v CSK,Eden Gardens,2008-05-18,Kolkata Knight Riders,1.0
35472,WP Saha,11.0,-1,6,0,1,183.33,1,v RR,Eden Gardens,2008-05-20,Kolkata Knight Riders,1.0
35474,WP Saha,13.0,-1,15,2,0,86.66,2,v Kings XI,Eden Gardens,2008-05-25,Kolkata Knight Riders,0.0
35476,WP Saha,21.0,-1,14,0,1,150.00,1,v RCB,Durban,2009-04-29,Kolkata Knight Riders,0.0
35478,WP Saha,8.0,-1,4,1,0,200.00,2,v MI,East London,2009-05-01,Kolkata Knight Riders,1.0
35482,WP Saha,1.0,-1,1,0,0,100.00,1,v Daredevils,Durban,2009-05-05,Kolkata Knight Riders,1.0
35484,WP Saha,0.0,-1,1,0,0,0.00,1,v Daredevils,Johannesburg,2009-05-10,Kolkata Knight Riders,0.0
35486,WP Saha,10.0,-1,5,0,1,200.00,1,v RCB,Centurion,2009-05-12,Kolkata Knight Riders,1.0
35488,WP Saha,7.0,-1,3,0,1,233.33,1,v Chargers,Johannesburg,2009-05-16,Kolkata Knight Riders,0.0
35490,WP Saha,25.0,-1,13,2,1,192.30,2,v CSK,Centurion,2009-05-18,Kolkata Knight Riders,1.0
35496,WP Saha,22.0,-1,13,5,0,169.23,2,v CSK,Eden Gardens,2010-03-16,Kolkata Knight Riders,0.0
35498,WP Saha,1.0,-1,2,0,0,50.00,2,v RR,Ahmedabad,2010-03-20,Kolkata Knight Riders,1.0
35504,WP Saha,20.0,-1,17,2,0,117.64,2,v Daredevils,Delhi,2010-03-29,Kolkata Knight Riders,1.0
35506,WP Saha,10.0,-1,4,2,0,250.00,1,v Chargers,Eden Gardens,2010-04-01,Kolkata Knight Riders,1.0
35512,WP Saha,13.0,-1,15,0,1,86.66,1,v RCB,Bengaluru,2010-04-10,Kolkata Knight Riders,0.0
35514,WP Saha,1.0,-1,2,0,0,50.00,1,v CSK,Chennai,2010-04-13,Kolkata Knight Riders,0.0
35524,WP Saha,46.0,-1,33,1,3,139.39,1,v Kochi,Chennai,2011-05-18,Chennai Super Kings,1.0
35526,WP Saha,22.0,38,30,1,1,73.33,1,v RCB,Bengaluru,2011-05-22,Chennai Super Kings,0.0
35538,WP Saha,6.0,23,14,0,0,42.85,2,v Kings XI,Chennai,2012-04-28,Chennai Super Kings,0.0
35540,WP Saha,39.0,47,23,4,2,169.56,1,v KKR,Chennai,2013-04-28,Chennai Super Kings,0.0
35542,WP Saha,13.0,23,15,1,1,86.66,1,v Warriors,Pune,2013-04-30,Chennai Super Kings,0.0
35544,WP Saha,18.0,15,18,1,1,100.00,1,v Kings XI,Chennai,2013-05-02,Chennai Super Kings,0.0
35548,WP Saha,2.0,4,3,0,0,66.66,2,v RR,Sharjah,2014-04-20,Kings XI Punjab,0.0
35552,WP Saha,14.0,11,10,1,1,140.00,1,v KKR,Abu Dhabi,2014-04-26,Kings XI Punjab,0.0
35554,WP Saha,2.0,7,6,0,0,33.33,2,v RCB,Dubai (DICS),2014-04-28,Kings XI Punjab,0.0
35556,WP Saha,59.0,88,47,4,3,125.53,1,v MI,Wankhede,2014-05-03,Kings XI Punjab,1.0
35560,WP Saha,17.0,32,17,0,1,100.00,1,v RCB,Bengaluru,2014-05-09,Kings XI Punjab,0.0
35562,WP Saha,15.0,19,9,3,0,166.66,1,v KKR,Cuttack,2014-05-11,Kings XI Punjab,0.0
35564,WP Saha,54.0,31,26,8,2,207.69,2,v SRH,Hyderabad,2014-05-14,Kings XI Punjab,0.0
35566,WP Saha,13.0,29,13,1,0,100.00,2,v Daredevils,Delhi,2014-05-19,Kings XI Punjab,0.0
35568,WP Saha,3.0,11,8,0,0,37.50,1,v MI,Mohali,2014-05-21,Kings XI Punjab,0.0
35570,WP Saha,27.0,32,20,4,0,135.00,1,v RR,Mohali,2014-05-23,Kings XI Punjab,0.0
35574,WP Saha,35.0,49,31,2,2,112.90,2,v KKR,Eden Gardens,2014-05-27,Kings XI Punjab,0.0
35576,WP Saha,6.0,-1,4,0,1,150.00,1,v CSK,Wankhede,2014-05-30,Kings XI Punjab,0.0
35578,WP Saha,115.0,66,55,10,8,209.09,1,v KKR,Bengaluru,2014-06-01,Kings XI Punjab,1.0
35580,WP Saha,7.0,11,4,1,0,175.00,2,v RR,Pune,2015-04-10,Kings XI Punjab,0.0
35584,WP Saha,39.0,38,28,0,3,139.28,1,v Daredevils,Pune,2015-04-15,Kings XI Punjab,0.0
35586,WP Saha,15.0,14,11,1,1,136.36,1,v KKR,Pune,2015-04-18,Kings XI Punjab,0.0
35588,WP Saha,19.0,14,8,4,0,237.50,2,v RR,Ahmedabad,2015-04-21,Kings XI Punjab,0.0
35590,WP Saha,15.0,35,23,0,0,65.21,2,v CSK,Chennai,2015-04-25,Kings XI Punjab,0.0
35592,WP Saha,42.0,47,33,2,1,127.27,2,v SRH,Mohali,2015-04-27,Kings XI Punjab,0.0
35594,WP Saha,3.0,10,8,0,0,37.50,1,v Daredevils,Delhi,2015-05-01,Kings XI Punjab,0.0
35596,WP Saha,12.0,21,12,1,0,100.00,2,v MI,Mohali,2015-05-03,Kings XI Punjab,0.0
35598,WP Saha,13.0,24,11,1,1,118.18,2,v RCB,Bengaluru,2015-05-06,Kings XI Punjab,0.0
35600,WP Saha,33.0,57,25,0,2,132.00,1,v KKR,Eden Gardens,2015-05-09,Kings XI Punjab,0.0
35602,WP Saha,5.0,20,10,0,0,50.00,2,v SRH,Hyderabad,2015-05-11,Kings XI Punjab,0.0
35604,WP Saha,31.0,-1,12,5,1,258.33,1,v RCB,Mohali,2015-05-13,Kings XI Punjab,0.0
35606,WP Saha,15.0,9,12,1,1,125.00,1,v CSK,Mohali,2015-05-16,Kings XI Punjab,0.0
35608,WP Saha,20.0,41,25,0,0,80.00,1,v Guj Lions,Mohali,2016-04-11,Kings XI Punjab,0.0
35610,WP Saha,3.0,8,7,0,0,42.85,1,v Daredevils,Delhi,2016-04-15,Kings XI Punjab,0.0
35612,WP Saha,4.0,11,4,0,0,100.00,2,v Supergiants,Mohali,2016-04-17,Kings XI Punjab,1.0
35614,WP Saha,8.0,12,14,0,0,57.14,1,v KKR,Mohali,2016-04-19,Kings XI Punjab,0.0
35616,WP Saha,33.0,31,19,4,0,173.68,1,v Guj Lions,Rajkot,2016-05-01,Kings XI Punjab,0.0
35618,WP Saha,24.0,24,20,3,0,120.00,2,v KKR,Eden Gardens,2016-05-04,Kings XI Punjab,0.0
35620,WP Saha,52.0,53,33,7,0,157.57,1,v Daredevils,Mohali,2016-05-07,Kings XI Punjab,0.0
35622,WP Saha,16.0,26,13,1,0,123.07,2,v RCB,Mohali,2016-05-09,Kings XI Punjab,0.0
35624,WP Saha,56.0,62,40,6,1,140.00,2,v MI,Visakhapatnam,2016-05-13,Kings XI Punjab,0.0
35626,WP Saha,27.0,28,23,3,0,117.39,1,v SRH,Mohali,2016-05-15,Kings XI Punjab,0.0
35628,WP Saha,24.0,-1,10,5,0,240.00,2,v RCB,Bengaluru,2016-05-18,Kings XI Punjab,0.0
35630,WP Saha,3.0,4,4,0,0,75.00,1,v Supergiants,Visakhapatnam,2016-05-21,Kings XI Punjab,0.0
35632,WP Saha,14.0,-1,9,3,0,155.55,2,v Supergiant,Indore,2017-04-08,Kings XI Punjab,0.0
35636,WP Saha,25.0,27,17,2,2,147.05,1,v KKR,Eden Gardens,2017-04-13,Kings XI Punjab,0.0
35638,WP Saha,7.0,9,5,1,0,140.00,2,v Daredevils,Delhi,2017-04-15,Kings XI Punjab,0.0
35640,WP Saha,0.0,1,2,0,0,0.00,2,v SRH,Hyderabad,2017-04-17,Kings XI Punjab,0.0
35642,WP Saha,11.0,19,15,0,0,73.33,1,v MI,Indore,2017-04-20,Kings XI Punjab,0.0
35644,WP Saha,10.0,10,5,0,1,200.00,1,v Guj Lions,Rajkot,2017-04-23,Kings XI Punjab,0.0
35646,WP Saha,2.0,8,4,0,0,50.00,2,v SRH,Mohali,2017-04-28,Kings XI Punjab,0.0
35650,WP Saha,21.0,48,25,1,0,84.00,1,v RCB,Bengaluru,2017-05-05,Kings XI Punjab,0.0
35654,WP Saha,38.0,57,33,2,1,115.15,1,v KKR,Mohali,2017-05-09,Kings XI Punjab,0.0
35656,WP Saha,93.0,109,55,11,3,169.09,1,v MI,Wankhede,2017-05-11,Kings XI Punjab,1.0
35658,WP Saha,13.0,49,17,0,1,76.47,1,v Supergiant,Pune,2017-05-14,Kings XI Punjab,0.0
35660,WP Saha,5.0,-1,5,1,0,100.00,2,v RR,Hyderabad,2018-04-09,Sunrisers Hyderabad,0.0
35662,WP Saha,22.0,-1,20,3,0,110.00,2,v MI,Hyderabad,2018-04-12,Sunrisers Hyderabad,0.0
35664,WP Saha,24.0,-1,15,5,0,160.00,2,v KKR,Eden Gardens,2018-04-14,Sunrisers Hyderabad,0.0
35666,WP Saha,6.0,-1,7,1,0,85.71,2,v Kings XI,Mohali,2018-04-19,Sunrisers Hyderabad,0.0
35668,WP Saha,5.0,-1,5,0,0,100.00,2,v CSK,Hyderabad,2018-04-22,Sunrisers Hyderabad,1.0
35670,WP Saha,0.0,-1,2,0,0,0.00,1,v MI,Wankhede,2018-04-24,Sunrisers Hyderabad,0.0
35672,WP Saha,6.0,-1,9,1,0,66.66,1,v Kings XI,Hyderabad,2018-04-26,Sunrisers Hyderabad,0.0
35674,WP Saha,11.0,-1,7,1,0,157.14,1,v RR,Jaipur,2018-04-29,Sunrisers Hyderabad,1.0
35678,WP Saha,8.0,-1,5,0,1,160.00,1,v RCB,Hyderabad,2018-05-07,Sunrisers Hyderabad,0.0
35680,WP Saha,35.0,-1,27,5,0,129.62,1,v KKR,Eden Gardens,2018-05-25,Sunrisers Hyderabad,0.0
